"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
749870;2026-02-03;"terça-feira";"18:10:00";"PR";277;731;"FOZ DO IGUACU";"Ausência de reação do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta;Ponte";"Sim";1;0;1;0;0;0;1;1;-25,50952405;-54,60065603;"SPRF-PR";"DEL05/PR";"UOP03-DEL05-PR"
749871;2026-02-03;"terça-feira";"18:50:00";"RJ";465;5;"SEROPEDICA";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Ignorado";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-22,74665444;-43,70010344;"SPRF-RJ";"DEL06/RJ";"UOP02-DEL06-RJ"
749872;2026-02-03;"terça-feira";"17:15:00";"RJ";116;184;"NOVA IGUACU";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;2;0;0;1;2;2;-22,74730318;-43,44482871;"SPRF-RJ";"DEL06/RJ";"UOP01-DEL06-RJ"
749873;2026-02-03;"terça-feira";"18:20:00";"PR";376;75,7;"GUAIRACA";"Acesso irregular";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Simples";"Reta;Interseção de Vias;Rotatória";"Não";11;0;5;4;2;0;9;2;-22,95412013;-52,70155398;"SPRF-PR";"DEL09/PR";"UOP02-DEL09-PR"
749874;2026-02-03;"terça-feira";"19:00:00";"PE";232;253,7;"ARCOVERDE";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;2;0;0;0;2;2;-8,4255862;-37,0563624;"SPRF-PE";"DEL04/PE";"UOP02-DEL04-PE"
749875;2026-02-03;"terça-feira";"16:00:00";"SP";116;505;"CAJATI";"Ausência de reação do condutor";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-24,81523666;-48,20922017;"SPRF-SP";"DEL05/SP";"UOP02-DEL05-SP"
749877;2026-02-03;"terça-feira";"17:00:00";"PI";343;344;"TERESINA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-5,098576;-42,76451;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
749879;2026-02-03;"terça-feira";"15:45:00";"RJ";40;110;"DUQUE DE CAXIAS";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Sim";3;0;3;0;0;0;3;2;-22,68764;-43,28550811;"SPRF-RJ";"DEL01/RJ";"UOP02-DEL01-RJ"
749881;2026-02-03;"terça-feira";"19:20:00";"RS";116;236;"NOVO HAMBURGO";"Objeto estático sobre o leito carroçável";"Colisão traseira";"Sem Vítimas";"Anoitecer";"Crescente";"Nublado";"Múltipla";"Viaduto;Reta";"Sim";2;0;0;0;2;0;0;2;-29,66631919;-51,14357678;"SPRF-RS";"DEL01/RS";"UOP02-DEL01-RS"
749882;2026-02-03;"terça-feira";"17:30:00";"MT";174;484;"COMODORO";"Acessar a via sem observar a presença dos outros veículos";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";5;0;1;2;2;0;3;2;-13,61267345;-59,80183125;"SPRF-MT";"DEL04/MT";"UOP02-DEL04-MT"
749884;2026-02-03;"terça-feira";"18:05:00";"RO";364;427;"JARU";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Simples";"Interseção de Vias;Rotatória";"Não";4;0;2;0;2;0;2;2;-10,4269654;-62,48836454;"SPRF-RO";"DEL03-RO";"UOP02-DEL03-RO"
749886;2026-02-03;"terça-feira";"19:50:00";"CE";20;405;"CAUCAIA";"Retorno proibido";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-3,77254472;-38,67509365;"SPRF-CE";"DEL01/CE";"UOP01-DEL01-CE"
749887;2026-02-03;"terça-feira";"18:50:00";"ES";262;40,3;"DOMINGOS MARTINS";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva";"Não";2;0;0;1;1;0;1;2;-20,38302;-40,638524;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
749888;2026-02-03;"terça-feira";"19:43:00";"PE";101;79;"JABOATAO DOS GUARARAPES";"Ausência de sinalização";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;1;1;0;2;2;-8,14455;-34,94738;"SPRF-PE";"DEL01/PE";"UOP01-DEL01-PE"
749889;2026-02-03;"terça-feira";"20:21:00";"GO";60;94,3;"ANAPOLIS";"Afundamento ou ondulação no pavimento";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Interseção de Vias";"Sim";1;0;1;0;0;0;1;1;-16,360763;-48,932524;"SPRF-GO";"DEL02/GO";"UOP01-DEL02-GO"
749891;2026-02-03;"terça-feira";"20:20:00";"SC";101;197,7;"BIGUACU";"Manobra de mudança de faixa";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Múltipla";"Reta;Aclive";"Sim";2;0;1;0;1;0;1;2;-27,524347;-48,635913;"SPRF-SC";"DEL01/SC";"UOP01-DEL01-SC"
749892;2026-02-03;"terça-feira";"19:25:00";"DF";251;36,5;"BRASILIA";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta;Declive";"Não";3;0;3;0;0;0;3;1;-15,94445;-47,78562;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
749895;2026-02-03;"terça-feira";"19:15:00";"PR";376;444;"TIBAGI";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Curva";"Não";1;0;0;1;0;0;1;1;-24,87610711;-50,4431723;"SPRF-PR";"DEL03/PR";"UOP02-DEL03-PR"
749897;2026-02-03;"terça-feira";"21:30:00";"RS";116;266;"CANOAS";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;1;-29,9368704;-51,17706673;"SPRF-RS";"DEL01/RS";"UOP01-DEL01-RS"
749898;2026-02-03;"terça-feira";"20:30:00";"PR";376;468;"PONTA GROSSA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Curva";"Não";3;0;1;0;2;0;1;1;-25,03489472;-50,30463394;"SPRF-PR";"DEL03/PR";"UOP01-DEL03-PR"
749899;2026-02-03;"terça-feira";"18:30:00";"PR";116;180;"CAMPO DO TENENTE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Anoitecer";"Crescente";"Chuva";"Simples";"Aclive;Curva";"Não";2;0;0;0;2;0;0;1;-25,916011;-49,609879;"SPRF-PR";"DEL01/PR";"UOP03-DEL01-PR"
749900;2026-02-03;"terça-feira";"19:35:00";"RJ";40;124;"RIO DE JANEIRO";"Ausência de reação do condutor";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;2;-22,812213;-43,288139;"SPRF-RJ";"DEL01/RJ";"UOP02-DEL01-RJ"
749901;2026-02-03;"terça-feira";"19:00:00";"SC";280;21;"ARAQUARI";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-26,371;-48,695;"SPRF-SC";"DEL03/SC";"UOP03-DEL03-SC"
749905;2026-02-03;"terça-feira";"21:15:00";"MG";116;414,8;"GOVERNADOR VALADARES";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;-18,887838;-41,946067;"SPRF-MG";"DEL06/MG";"UOP01-DEL06-MG"
749906;2026-02-03;"terça-feira";"12:30:00";"RJ";116;182;"RIO DE JANEIRO";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-22,80483364;-43,34526053;"SPRF-RJ";"DEL06/RJ";"UOP01-DEL06-RJ"
749908;2026-02-03;"terça-feira";"21:45:00";"PR";116;96;"SAO JOSE DOS PINHAIS";"Objeto estático sobre o leito carroçável";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;-25,53686551;-49,14888382;"SPRF-PR";"DEL01/PR";"UOP08-DEL01-PR"
749909;2026-02-03;"terça-feira";"20:15:00";"MG";251;476,2;"MONTES CLAROS";"Animais na Pista";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta;Declive";"Não";1;0;0;1;0;0;1;1;-16,65407224;-43,71757346;"SPRF-MG";"DEL12/MG";"UOP01-DEL12-MG"
749910;2026-02-03;"terça-feira";"20:48:00";"PB";101;88;"JOAO PESSOA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;1;0;1;1;-7,16514118;-34,89833862;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
749911;2026-02-03;"terça-feira";"21:10:00";"MT";70;292;"PRIMAVERA DO LESTE";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Rotatória";"Não";2;0;1;1;0;0;2;1;-15,578353;-54,39567;"SPRF-MT";"DEL05/MT";"UOP01-DEL05-MT"
749913;2026-02-03;"terça-feira";"22:20:00";"MG";50;163,5;"UBERABA";"Velocidade Incompatível";"Capotamento";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-19,678;-47,996;"SPRF-MG";"DEL13/MG";"UOP01-DEL13-MG"
749914;2026-02-03;"terça-feira";"23:00:00";"SC";101;229;"PALHOCA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;1;0;1;1;1;2;-27,76520332;-48,63073468;"SPRF-SC";"DEL01/SC";"UOP02-DEL01-SC"
749916;2026-02-03;"terça-feira";"23:00:00";"MG";50;46;"ARAGUARI";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta";"Não";3;0;1;0;2;0;1;1;-18,722161;-48,203644;"SPRF-MG";"DEL15/MG";"UOP02-DEL15-MG"
749917;2026-02-03;"terça-feira";"23:36:00";"SC";101;138,6;"BALNEARIO CAMBORIU";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Curva;Aclive";"Não";2;0;2;0;0;0;2;1;-27,02739;-48,60604;"SPRF-SC";"DEL04/SC";"UOP03-DEL04-SC"
749918;2026-02-03;"terça-feira";"20:45:00";"MG";116;812,2;"ALEM PARAIBA";"Acostamento em desnível";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-21,8500385;-42,6649986;"SPRF-MG";"DEL07/MG";"UOP01-DEL07-MG"
749922;2026-02-03;"terça-feira";"23:00:00";"RO";364;13,6;"VILHENA";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-12,73959363;-60,13756223;"SPRF-RO";"DEL04-RO";"UOP01-DEL04-RO"
749923;2026-02-04;"quarta-feira";"00:51:00";"RN";427;27,8;"ACARI";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";3;0;1;1;1;0;2;2;-6,43826863;-36,63912535;"SPRF-RN";"DEL03-RN";"UOP01-DEL03-RN"
749924;2026-02-03;"terça-feira";"21:50:00";"AC";317;216;"XAPURI";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Não";5;0;1;1;3;0;2;1;-10,42839086;-68,70574951;"SPRF-AC";"DEL01-AC";"UOP02-DEL01-AC"
749927;2026-02-03;"terça-feira";"23:00:00";"SC";101;13,5;"GARUVA";"Ingestão de álcool pelo condutor";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Declive;Reta";"Sim";1;0;0;0;1;0;0;1;-26,09308733;-48,86544675;"SPRF-SC";"DEL03/SC";"UOP01-DEL03-SC"
749928;2026-02-04;"quarta-feira";"02:10:00";"SC";470;153,3;"AGRONOMICA";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";25;3;1;11;10;0;12;1;-27,276384;-49,739421;"SPRF-SC";"DEL04/SC";"UOP02-DEL04-SC"
749929;2026-02-04;"quarta-feira";"01:29:00";"AC";364;142;"RIO BRANCO";"Animais na Pista";"Engavetamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";5;0;1;0;3;1;1;3;-9,90501266;-67,89182246;"SPRF-AC";"DEL01-AC";"UOP01-DEL01-AC"
749930;2026-02-04;"quarta-feira";"03:05:00";"PI";135;351;"BOM JESUS";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-9,07512517;-44,35090095;"SPRF-PI";"DEL03-PI";"UOP02-DEL03-PI"
749933;2026-02-04;"quarta-feira";"01:30:00";"RN";304;13;"MOSSORO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;-4,980175;-37,384167;"SPRF-RN";"DEL04-RN";"UOP02-DEL04-RN"
749934;2026-02-03;"terça-feira";"20:40:00";"MG";365;819;"SANTA VITORIA";"Objeto estático sobre o leito carroçável";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-18,877638;-50,092156;"SPRF-MG";"DEL15/MG";"UOP03-DEL15-MG"
749938;2026-02-04;"quarta-feira";"03:57:00";"SC";101;124;"ITAJAI";"Ingestão de álcool pelo condutor";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Crescente";"Nublado";"Múltipla";"Reta";"Sim";1;0;0;0;0;1;0;1;-26,94818229;-48,68319869;"SPRF-SC";"DEL04/SC";"UOP04-DEL04-SC"
749940;2026-02-04;"quarta-feira";"05:55:00";"BA";324;616,8;"SALVADOR";"Pista Escorregadia";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Curva;Aclive";"Sim";2;0;2;0;0;0;2;1;-12,890641;-38,445234;"SPRF-BA";"DEL01/BA";"UOP01-DEL01-BA"
749942;2026-02-04;"quarta-feira";"06:40:00";"RS";158;198,8;"CRUZ ALTA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Interseção de Vias";"Sim";2;0;1;0;1;0;1;2;-28,67593323;-53,5941056;"SPRF-RS";"DEL10/RS";"UOP02-DEL10-RS"
749943;2026-02-04;"quarta-feira";"06:55:00";"PB";230;20,8;"ALHANDRA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;1;0;1;1;2;-7,33384102;-34,94742022;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
749945;2026-02-04;"quarta-feira";"06:15:00";"RJ";493;19;"GUAPIMIRIM";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-22,66897183;-43,01520288;"SPRF-RJ";"DEL04/RJ";"UOP02-DEL04-RJ"
749946;2026-02-04;"quarta-feira";"06:30:00";"RJ";101;496;"ANGRA DOS REIS";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;0;1;0;0;1;1;-22,91792294;-44,35180664;"SPRF-RJ";"DEL03/RJ";"UOP03-DEL03-RJ"
749947;2026-02-03;"terça-feira";"23:50:00";"BA";367;35;"PORTO SEGURO";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;0;1;0;2;-16,3965;-39,1889;"SPRF-BA";"DEL09/BA";"UOP03-DEL09-BA"
749950;2026-02-04;"quarta-feira";"07:30:00";"RJ";116;185;"NOVA IGUACU";"Desvio temporário";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-22,7438894;-43,45298767;"SPRF-RJ";"DEL06/RJ";"UOP01-DEL06-RJ"
749951;2026-02-04;"quarta-feira";"07:20:00";"RJ";101;70;"CAMPOS DOS GOYTACAZES";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-21,784402;-41,37899;"SPRF-RJ";"DEL08/RJ";"UOP02-DEL08-RJ"
749952;2026-02-04;"quarta-feira";"07:33:00";"RS";386;269;"FONTOURA XAVIER";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Não";3;0;1;1;1;0;2;2;-28,95935861;-52,3734511;"SPRF-RS";"DEL04/RS";"UOP03-DEL04-RS"
749954;2026-02-04;"quarta-feira";"07:55:00";"PA";230;113;"MARABA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Aclive";"Sim";2;0;1;0;1;0;1;2;-5,36488;-49,06511;"SPRF-PA";"DEL03/PA";"UOP01-DEL03-PA"
749956;2026-02-04;"quarta-feira";"07:40:00";"PR";369;156;"LONDRINA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,2927402;-51,2144117;"SPRF-PR";"DEL07/PR";"UOP01-DEL07-PR"
749957;2026-02-04;"quarta-feira";"06:50:00";"RJ";101;321;"NITEROI";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-22,87775678;-43,11069489;"SPRF-RJ";"DEL02/RJ";"UOP01-DEL02-RJ"
749958;2026-02-04;"quarta-feira";"08:20:00";"MA";135;7;"SAO LUIS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-2,64061465;-44,27173761;"SPRF-MA";"DEL01-MA";"UOP01-DEL01-MA"
749959;2026-02-04;"quarta-feira";"08:10:00";"RS";116;151;"CAXIAS DO SUL";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Sim";2;0;1;0;1;0;1;2;-29,18062705;-51,16378991;"SPRF-RS";"DEL05/RS";"UOP01-DEL05-RS"
749960;2026-02-04;"quarta-feira";"05:40:00";"PE";423;62;"LAJEDO";"Condutor Dormindo";"Colisão frontal";"Com Vítimas Fatais";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;1;0;2;0;0;2;2;-8,66129;-36,34318;"SPRF-PE";"DEL03/PE";"UOP01-DEL03-PE"
749961;2026-02-04;"quarta-feira";"08:00:00";"DF";70;9;"BRASILIA";"Reação tardia ou ineficiente do condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;1;0;3;0;1;3;-15,786113;-48,13631;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
749964;2026-02-04;"quarta-feira";"08:03:00";"GO";153;502;"GOIANIA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Garoa/Chuvisco";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-16,716631;-49,236195;"SPRF-GO";"DEL01/GO";"UOP01-DEL01-GO"
749965;2026-02-04;"quarta-feira";"07:30:00";"MG";262;413,5;"PARA DE MINAS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Rotatória;Curva";"Sim";2;0;0;1;1;0;1;2;-19,88271232;-44,7533977;"SPRF-MG";"DEL08/MG";"UOP03-DEL08-MG"
749967;2026-02-04;"quarta-feira";"08:05:00";"SC";470;142;"RIO DO SUL";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Interseção de Vias";"Sim";7;0;2;0;5;0;2;3;-27,2040918;-49,6389812;"SPRF-SC";"DEL04/SC";"UOP02-DEL04-SC"
749968;2026-02-04;"quarta-feira";"08:30:00";"MG";365;637;"UBERLANDIA";"Chuva";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Ponte;Declive";"Não";2;0;1;1;0;0;2;2;-18,89040306;-48,43346886;"SPRF-MG";"DEL15/MG";"UOP01-DEL15-MG"
749969;2026-02-04;"quarta-feira";"06:56:00";"MG";116;705,3;"MURIAE";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de Vias";"Sim";3;0;2;0;1;0;2;2;-21,14527624;-42,38005612;"SPRF-MG";"DEL07/MG";"UOP02-DEL07-MG"
749972;2026-01-23;"sexta-feira";"22:00:00";"SC";101;206,2;"SAO JOSE";"Condutor deixou de manter distância do veículo da frente";"Colisão lateral mesmo sentido";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;0;3;0;0;2;-27,594352;-48,618623;"SPRF-SC";"DEL01/SC";"UOP01-DEL01-SC"
749974;2026-02-04;"quarta-feira";"07:30:00";"SP";153;263;"MARILIA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-22,297738;-49,909671;"SPRF-SP";"DEL07/SP";"UOP02-DEL07-SP"
749978;2026-01-30;"sexta-feira";"13:45:00";"PE";101;44;"IGARASSU";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Reta;Retorno Regulamentado";"Sim";3;0;1;1;0;1;2;2;-7,857828;-34,90858;"SPRF-PE";"DEL01/PE";"UOP02-DEL01-PE"
749979;2026-02-04;"quarta-feira";"09:00:00";"MG";262;876;"CAMPO FLORIDO";"Ingestão de álcool pelo condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Garoa/Chuvisco";"Simples";"Reta";"Sim";1;0;1;0;0;0;1;1;-19,76740653;-48,57998595;"SPRF-MG";"DEL13/MG";"UOP01-DEL13-MG"
749980;2026-02-04;"quarta-feira";"10:20:00";"GO";70;0,5;"AGUAS LINDAS DE GOIAS";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Garoa/Chuvisco";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-15,778145;-48,23364;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
749987;2026-02-04;"quarta-feira";"10:12:00";"RN";226;1;"NATAL";"Conversão proibida";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-5,811;-35,245;"SPRF-RN";"DEL01-RN";"UOP02-DEL01-RN"
749988;2026-02-04;"quarta-feira";"06:46:00";"SC";282;1;"FLORIANOPOLIS";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-27,60357397;-48,5820028;"SPRF-SC";"DEL01/SC";"UOP01-DEL01-SC"
749992;2026-01-23;"sexta-feira";"10:00:00";"RJ";116;50,8;"TERESOPOLIS";"Chuva";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Não";3;0;1;0;2;0;1;1;-22,186549;-42,856947;"SPRF-RJ";"DEL04/RJ";"UOP01-DEL04-RJ"
749994;2026-02-04;"quarta-feira";"11:55:00";"SP";153;68,9;"SAO JOSE DO RIO PRETO";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;-20,85381548;-49,40315723;"SPRF-SP";"DEL09/SP";"UOP01-DEL09-SP"
749996;2026-02-03;"terça-feira";"22:45:00";"GO";70;8;"AGUAS LINDAS DE GOIAS";"Ingestão de álcool pelo condutor";"Colisão transversal";"Sem Vítimas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Dupla";"Reta;Declive";"Sim";3;0;0;0;3;0;0;2;-15,737199;-48,289611;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
